IP地址,端口,回源端口,TLS,数据中心,地区,国家,城市,TCP延迟(ms),速度(MB/s)
51.140.154.44,2086,2086,false,LHR,Europe,GB,London,151,0.00
20.58.24.221,2086,2086,false,LHR,Europe,GB,London,151,0.00
104.40.244.228,80,80,false,AMS,Europe,NL,Amsterdam,153,0.00
13.95.193.125,80,443,false,AMS,Europe,NL,Amsterdam,153,0.00
20.48.5.180,80,80,false,NRT,Asia Pacific,JP,Tokyo,157,0.00
51.141.162.228,80,80,false,SEA,North America,US,Seattle,161,0.00
52.143.72.102,8080,80,false,SEA,North America,US,Seattle,161,0.00
20.223.196.107,80,80,false,DUB,Europe,IE,Dublin,164,0.00
51.140.191.188,2086,2086,false,LHR,Europe,GB,London,164,0.00
172.179.86.35,8080,80,false,SEA,North America,US,Seattle,190,0.00
4.255.56.137,80,80,false,IAD,North America,US,Ashburn,223,0.00
4.255.56.138,80,80,false,IAD,North America,US,Ashburn,226,0.00
74.235.55.225,80,80,false,IAD,North America,US,Ashburn,232,0.00
20.10.223.135,80,80,false,IAD,North America,US,Ashburn,241,0.00
172.174.249.255,80,80,false,IAD,North America,US,Ashburn,255,0.00
20.119.73.200,80,80,false,IAD,North America,US,Ashburn,295,0.00
172.201.76.19,443,443,true,AMS,Europe,NL,Amsterdam,381,0.00
104.40.244.228,443,443,true,AMS,Europe,NL,Amsterdam,450,0.00
