IP地址,端口,回源端口,TLS,数据中心,地区,国家,城市,TCP延迟(ms),速度(MB/s)
34.160.118.77,80,80,false,SIN,Asia Pacific,SG,Singapore,168,0.00
34.147.101.117,2083,80,false,AMS,Europe,NL,Amsterdam,169,0.00
34.147.101.117,2087,80,false,SYD,Oceania,AU,Sydney,171,0.00
34.111.135.19,80,80,false,SIN,Asia Pacific,SG,Singapore,171,0.00
35.187.41.171,2083,80,false,CDG,Europe,FR,Paris,172,0.00
34.147.101.117,2086,80,false,AMS,Europe,NL,Amsterdam,178,0.00
34.141.221.33,2086,80,false,AMS,Europe,NL,Amsterdam,180,0.00
34.147.82.194,2053,80,false,AMS,Europe,NL,Amsterdam,181,0.00
34.147.101.117,2082,80,false,AMS,Europe,NL,Amsterdam,182,0.00
34.141.248.249,2083,80,false,AMS,Europe,NL,Amsterdam,187,0.00
34.141.221.33,2087,80,false,AMS,Europe,NL,Amsterdam,189,0.00
34.141.221.33,2052,80,false,AMS,Europe,NL,Amsterdam,195,0.00
34.141.248.249,2095,80,false,AMS,Europe,NL,Amsterdam,197,0.00
34.147.101.117,2052,80,false,AMS,Europe,NL,Amsterdam,199,0.00
34.141.248.249,2052,80,false,AMS,Europe,NL,Amsterdam,200,0.00
34.141.221.33,2096,80,false,AMS,Europe,NL,Amsterdam,202,0.00
35.232.39.116,80,80,false,ORD,North America,US,Chicago,206,0.00
34.82.76.253,80,80,false,SEA,North America,US,Seattle,207,0.00
35.202.49.74,80,80,false,ORD,North America,US,Chicago,207,0.00
34.44.121.135,8080,80,false,ORD,North America,US,Chicago,208,0.00
35.202.49.74,80,80,false,ORD,North America,US,Chicago,211,0.00
34.48.186.69,80,80,false,IAD,North America,US,Ashburn,212,0.00
34.147.101.117,2096,80,false,AMS,Europe,NL,Amsterdam,212,0.00
34.48.186.69,80,80,false,IAD,North America,US,Ashburn,215,0.00
34.74.105.17,80,8080,false,ATL,North America,US,Atlanta,226,0.00
34.120.230.33,80,80,false,SIN,Asia Pacific,SG,Singapore,228,0.00
35.200.154.186,443,443,true,BOM,Asia Pacific,IN,Mumbai,237,0.00
34.141.248.249,2096,80,false,AMS,Europe,NL,Amsterdam,240,0.00
34.141.221.33,2053,80,false,AMS,Europe,NL,Amsterdam,243,0.00
35.202.49.74,80,80,false,ORD,North America,US,Chicago,249,0.00
34.141.248.249,2053,80,false,AMS,Europe,NL,Amsterdam,256,0.00
34.141.221.33,2082,80,false,AMS,Europe,NL,Amsterdam,268,0.00
34.74.105.17,80,8080,false,ATL,North America,US,Atlanta,270,0.00
34.44.121.135,8080,80,false,ORD,North America,US,Chicago,270,0.00
34.141.221.33,2083,80,false,AMS,Europe,NL,Amsterdam,274,0.00
34.141.248.249,2086,80,false,AMS,Europe,NL,Amsterdam,279,0.00
34.141.248.249,2082,80,false,AMS,Europe,NL,Amsterdam,287,0.00
34.141.221.33,2095,80,false,AMS,Europe,NL,Amsterdam,289,0.00
34.74.105.17,80,8080,false,ATL,North America,US,Atlanta,298,0.00
34.147.101.117,2082,80,false,AMS,Europe,NL,Amsterdam,301,0.00
104.196.221.253,80,80,false,ATL,North America,US,Atlanta,317,0.00
35.188.87.85,80,8080,false,ORD,North America,US,Chicago,327,0.00
34.70.91.86,443,443,true,ORD,North America,US,Chicago,351,0.00
34.70.91.86,443,443,true,ORD,North America,US,Chicago,431,0.00
